------------------------------------------------------------------------------------------------------------------
px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.9192	-3.50759	-2.45184	-2.17586	0.317522	10.8527	-3.46164	10.85	-3.45	0.909764	2.72928	0.343773
11.0376	-3.35156	-2.97309	-2.17176	0.299048	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	4.22506
11.1071	-3.22171	-2.97945	-2.14908	0.305737	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.421642
11.1611	-3.03098	-3.03419	-2.0738	0.384355	11.1178	-2.98807	11.1	-3	0.907725	2.72317	7.07315
11.2241	-2.88057	-3.01822	-2.0452	0.390473	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.364327
11.2747	-2.71897	-2.99277	-1.99905	0.422787	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	1.25133
11.3267	-2.56592	-2.97987	-1.96894	0.428451	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.301409
11.2627	-2.40486	-2.56603	-1.82719	0.590623	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	33.1773
11.2743	-2.26508	-2.54796	-1.78444	0.599038	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.704114
11.3643	-2.13132	-2.63657	-1.82158	0.498756	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	17.7344
11.3907	-1.98758	-2.64511	-1.79008	0.502226	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.121077
11.4015	-1.82042	-2.75865	-1.73902	0.533565	11.3011	-1.79507	11.35	-1.8	0	2.73035	1.49396
11.41	-1.66978	-2.74773	-1.70229	0.539853	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.316898
11.3584	-1.49381	-2.92755	-1.60275	0.636337	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	11.9529
11.345	-1.34716	-2.9154	-1.5628	0.643205	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.390256
11.2909	-1.22896	-2.68882	-1.47916	0.707686	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	5.69086
11.256	-1.08658	-2.64939	-1.43032	0.716227	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.803191
11.1417	-0.939183	-2.95376	-1.30195	0.839419	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	22.3378
11.0768	-0.791953	-2.98765	-1.24882	0.848414	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.936511
11.0246	-0.664868	-2.78099	-1.20266	0.845008	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	0.816495
10.9504	-0.524591	-2.77672	-1.14746	0.852423	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.423813
10.85	-0.414431	-2.81539	-1.05727	0.909448	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	4.32701
10.7523	-0.284633	-2.80559	-0.996502	0.918806	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.69208
10.5838	-0.199268	-3.12086	-0.854071	1.03829	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	19.1287
10.4474	-0.0768622	-3.11884	-0.78518	1.04869	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.826185
10.358	-0.0450145	-2.50007	-0.69962	1.08268	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	5.15833
10.2345	0.0365259	-2.49941	-0.630609	1.09112	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.680901
10.085	0.0541029	-2.53529	-0.50351	1.17335	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	8.73871
9.94338	0.114269	-2.54859	-0.429636	1.18151	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.689931
9.78525	0.109649	-2.55927	-0.297441	1.26325	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	7.64995
9.63125	0.142385	-2.57834	-0.218316	1.27182	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.892426
9.46638	0.140042	-2.66832	-0.110514	1.31749	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	2.31875
9.30707	0.150301	-2.69411	-0.0346062	1.31958	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.21116
9.16342	0.178543	-2.72311	0.00344251	1.27564	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	1.8212
9.00334	0.174243	-2.74715	0.0728294	1.27287	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.499197
8.92596	0.20707	-2.17897	0.0852463	1.19836	8.90199	0.247143	8.85	0.25	-1.81847	0	8.2494
8.79976	0.193988	-2.19402	0.149913	1.19572	8.76016	0.263752	8.75	0.25	-1.81846	0	0.302112
8.60632	0.214319	-3.06356	0.148253	1.10765	8.46355	0.258809	8.55	0.25	-3.6326	0	16.7968
8.42621	0.184863	-3.09147	0.207719	1.10407	8.35367	0.252596	8.35	0.25	-3.6326	0	0.485214
8.29303	0.204572	-2.80117	0.203926	1.0131	8.05161	0.241868	8.2	0.25	-2.72841	0	8.33199
8.12864	0.170012	-2.82743	0.257074	1.00844	8.05411	0.247878	8.05	0.25	-2.72842	0	0.567411
7.99515	0.174825	-2.64696	0.26161	0.934119	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	5.81042
7.8362	0.132672	-2.68504	0.311118	0.930818	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.468095
7.69109	0.0896383	-2.78721	0.352742	0.916682	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.452524
7.5325	0.0325369	-2.81804	0.400757	0.91326	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.340799
7.37968	0.0108484	-2.99407	0.39679	0.835706	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	7.35976
7.23052	-0.0488643	-3.00853	0.435042	0.830562	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.490424
7.15097	-0.0703916	-2.29837	0.459527	0.796017	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	6.94031
7.02471	-0.129754	-2.3266	0.500736	0.792974	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.280336
6.90094	-0.228359	-2.43387	0.575246	0.843147	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	3.79276
6.78566	-0.30476	-2.44819	0.621215	0.84288	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.10042
6.67018	-0.426798	-2.55997	0.704696	0.903489	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	5.46851
6.56202	-0.52158	-2.57362	0.754076	0.903418	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.103476
6.46701	-0.699943	-2.67749	0.883278	1.03433	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	26.1155
6.38855	-0.819699	-2.69145	0.946205	1.04184	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.867437
6.28297	-1.04671	-3.4394	1.05624	1.13735	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	20.6551
6.22464	-1.20232	-3.43684	1.12335	1.14906	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.91513
6.19102	-1.3298	-3.13399	1.19314	1.16549	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	1.86325
6.153	-1.47793	-3.11376	1.25838	1.17291	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.621272
6.17131	-1.60258	-2.8019	1.36259	1.241	6.24787	-1.61119	6.25	-1.6	0	-2.99288	7.96734
6.15927	-1.74374	-2.80273	1.43105	1.24737	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.306439
6.20793	-1.8831	-2.68342	1.5526	1.32305	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	9.72088
6.23054	-2.0362	-2.69215	1.63549	1.33298	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.743726
6.24661	-2.16585	-2.49874	1.70511	1.3245	6.53066	-2.26346	6.35	-2.2	0	-2.72782	1.79686
6.28519	-2.30689	-2.51637	1.78564	1.33159	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.424298
6.27814	-2.49403	-2.81309	1.8105	1.26673	6.27034	-2.51837	6.35	-2.55	0	-3.63689	7.02592
6.32747	-2.64814	-2.84244	1.883	1.26874	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.363096
6.35892	-2.85303	-3.23665	1.91539	1.21955	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	4.41048
6.42891	-3.02126	-3.25145	1.98394	1.22047	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.0873343
6.46459	-3.17355	-3.02369	2.01617	1.17401	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	2.66965
6.54146	-3.32194	-3.02874	2.08059	1.17362	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.0201367
6.59216	-3.46063	-2.80908	2.11432	1.13159	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	2.75956
6.67498	-3.59119	-2.81663	2.17518	1.12979	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.142899
6.70872	-3.76153	-2.91108	2.1611	1.02826	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	11.5234
6.79872	-3.89261	-2.91889	2.21511	1.02515	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0.343808
6.81793	-4.04988	-2.80372	2.18375	0.906498	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	14.9126
6.90806	-4.17529	-2.81366	2.23127	0.903298	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0.400794
6.98968	-4.3625	-3.22739	2.22248	0.821918	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	9.20174
7.09699	-4.50106	-3.22974	2.26527	0.818875	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0.259678
7.13266	-4.65214	-2.96099	2.23329	0.709664	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	12.2073
7.22704	-4.77651	-2.95754	2.26809	0.704622	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0.682921
7.25268	-4.90951	-2.69683	2.23074	0.599205	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	12.7817
7.32853	-5.01103	-2.68625	2.2578	0.596032	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.329214
7.41488	-5.1779	-3.26045	2.24629	0.537541	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	9.01664
7.51161	-5.30129	-3.25345	2.2703	0.533966	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.370035
7.53805	-5.41712	-2.55888	2.23896	0.44298	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	14.2736
7.62107	-5.5247	-2.55364	2.2609	0.439845	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.277128
7.69264	-5.68453	-2.93613	2.23615	0.369632	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	8.6231
7.79244	-5.81097	-2.93804	2.25529	0.367912	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.0807679
7.82484	-5.9256	-2.35538	2.22171	0.287632	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	10.7891
7.90007	-6.0261	-2.34985	2.23603	0.285742	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.0958978
7.99201	-6.17872	-2.83074	2.22799	0.252182	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	4.00535
8.08852	-6.30391	-2.83986	2.24025	0.249705	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.194322
8.18474	-6.4647	-3.07358	2.22634	0.209544	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	2.45763
8.28816	-6.6	-3.0799	2.23614	0.206967	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.15989
8.32493	-6.71557	-2.47576	2.20083	0.138474	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	8.76698
8.39635	-6.82011	-2.46066	2.20538	0.134685	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.323088
8.44431	-6.97245	-2.61378	2.15908	0.0591312	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	7.29708
8.51939	-7.09159	-2.61437	2.15892	0.0545003	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.455046
8.60386	-7.26459	-3.05167	2.13521	0.0175215	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	3.74598
8.69438	-7.41	-3.0636	2.13423	0.0145913	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.223861
8.73318	-7.53859	-2.55155	2.09606	-0.0423781	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	6.83586
8.79807	-7.65558	-2.53902	2.09263	-0.0435324	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.0606909
8.88655	-7.81334	-2.99816	2.09021	-0.042528	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2.59775
8.96646	-7.95494	-2.99464	2.08748	-0.0429607	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.00564248
9.03089	-8.11264	-3.08351	2.06261	-0.0753809	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	1.55971
9.09779	-8.24473	-3.07374	2.05699	-0.0775625	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.0939531
9.12388	-8.35358	-2.40528	2.02417	-0.119366	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	7.31026
9.17555	-8.46749	-2.39154	2.01616	-0.120869	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.0826529
9.24199	-8.60811	-2.63826	2.0099	-0.119871	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.687841
9.29912	-8.73813	-2.63699	2.001	-0.122815	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.135999
9.34622	-8.90071	-2.79354	1.97011	-0.155661	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	1.64635
9.3992	-9.03863	-2.78591	1.95884	-0.158903	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.14988
9.4463	-9.19827	-3.00542	1.93538	-0.179568	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	1.11446
9.49589	-9.33912	-3.00926	1.92376	-0.183001	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.169983
9.5386	-9.49434	-2.95067	1.90163	-0.199549	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.374889
9.58636	-9.64542	-2.94621	1.88877	-0.201768	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.0619794
9.62593	-9.79522	-3.01906	1.87138	-0.211289	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.218232
9.66535	-9.93692	-3.0153	1.85863	-0.213868	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.0842832
9.69554	-10.0534	-2.76476	1.84539	-0.217594	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.947982
9.73145	-10.1833	-2.75395	1.83523	-0.216374	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0622146
9.75325	-10.2964	-2.36745	1.81465	-0.229317	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2.08438
9.78373	-10.4251	-2.37572	1.80113	-0.230634	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0451131
9.82006	-10.6044	-2.79155	1.78334	-0.236923	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	2.10872
9.85132	-10.7545	-2.79115	1.77027	-0.23696	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	5.42902e-05
9.85348	-10.8895	-2.63566	1.73436	-0.269719	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.72837
9.87421	-11.0224	-2.64591	1.72006	-0.270988	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0537394
9.8798	-11.1666	-2.75479	1.69416	-0.286173	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.803035
9.89385	-11.3072	-2.77169	1.67728	-0.289649	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.230867
9.88026	-11.4855	-3.00454	1.63318	-0.327604	9.79495	-11.4686	9.85	-11.5	0	-2.99592	2.72189
9.8844	-11.6345	-3.00795	1.61411	-0.330731	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.10383
9.84068	-11.7286	-2.2088	1.54966	-0.395315	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	12.5222
9.82868	-11.8458	-2.21119	1.52293	-0.400818	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.320525
9.78282	-12.0132	-2.38246	1.46202	-0.451004	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	4.31257
9.75614	-12.1378	-2.38947	1.43026	-0.458613	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.605289
9.68625	-12.3182	-2.63459	1.36168	-0.513341	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	5.13639
9.64474	-12.4549	-2.64399	1.32723	-0.520079	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.423833
9.53933	-12.5749	-2.30741	1.22475	-0.61786	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	13.1241
9.48012	-12.682	-2.31022	1.18148	-0.627389	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.790367
9.35013	-12.7757	-2.04806	1.05873	-0.74816	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	22.2354
9.2726	-12.8511	-2.09428	1.00459	-0.765456	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	2.96227
9.10819	-12.9761	-2.28149	0.879293	-0.873626	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	18.8555
9.00531	-13.0516	-2.29573	0.816308	-0.888097	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.70432
8.84128	-13.1719	-2.6326	0.724323	-0.943751	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	5.5309
8.70908	-13.2436	-2.65614	0.656151	-0.959428	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	1.75973
8.49256	-13.2677	-2.83627	0.479459	-1.131	8.27267	-12.996	8.4	-13.15	-2.99683	0	33.1813
8.34938	-13.3018	-2.8233	0.406192	-1.14629	8.25965	-13.1488	8.25	-13.15	-2.9968	0	1.64958
8.21104	-13.3434	-2.74469	0.340154	-1.1469	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	1.3026
8.0516	-13.3673	-2.76135	0.262839	-1.15959	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	1.16869
7.86537	-13.3994	-3.01744	0.181215	-1.18446	7.86599	-13.4154	7.8	-13.25	-2.7295	0	1.44218
7.68799	-13.397	-3.02061	0.0995301	-1.19911	7.62489	-13.249	7.65	-13.25	-2.7295	0	1.36696
7.55181	-13.3946	-2.92748	0.0319522	-1.20715	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.290744
7.39427	-13.3724	-2.93732	-0.0417703	-1.2185	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.968606
7.23427	-13.322	-3.03955	-0.143574	-1.26126	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	2.60066
7.06322	-13.273	-3.04182	-0.224423	-1.27114	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.672001
6.90727	-13.2381	-2.89216	-0.284909	-1.25661	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.27179
6.7451	-13.1802	-2.93669	-0.356111	-1.25704	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.463601
6.56124	-13.1496	-3.14456	-0.386724	-1.21993	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	2.20807
6.41018	-13.0767	-3.17049	-0.450979	-1.2218	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.239995
6.30894	-13.0903	-2.21908	-0.456303	-1.14103	6.27012	-13.1139	6.25	-13.05	-1.81729	0	18.7229
6.197	-13.0328	-2.23721	-0.517515	-1.13886	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.140587
6.02672	-12.9507	-2.79233	-0.567139	-1.12572	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	3.35989
5.89597	-12.8593	-2.80804	-0.630253	-1.1262	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.0710985
5.76165	-12.8073	-2.7168	-0.647615	-1.07886	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	2.94524
5.64921	-12.7216	-2.74134	-0.698246	-1.07435	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.486338
5.51621	-12.6915	-2.46612	-0.687118	-0.993851	5.45236	-12.7392	5.45	-12.7	-2.00001	1	9.27609
5.41977	-12.6125	-2.47753	-0.733744	-0.990155	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.233642
5.29201	-12.527	-2.70571	-0.759318	-0.961576	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	1.66566
5.19252	-12.4295	-2.71898	-0.80611	-0.959444	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.143435
5.07446	-12.3459	-2.68887	-0.828315	-0.923081	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	2.00475
4.97577	-12.2345	-2.69466	-0.877759	-0.921417	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.0501073
4.8602	-12.087	-3.25273	-0.928749	-0.929668	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	3.90414
4.76514	-11.9545	-3.25512	-0.97469	-0.928911	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.010551
4.69157	-11.8639	-2.75299	-1.00521	-0.906849	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	3.95641
4.62179	-11.7477	-2.74824	-1.0508	-0.907413	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0160547
4.55249	-11.5952	-3.05926	-1.10959	-0.925208	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.71308
4.4917	-11.46	-3.04714	-1.15791	-0.928385	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.260079
4.45818	-11.2897	-3.14271	-1.23884	-0.973063	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	2.38611
4.41319	-11.1424	-3.13619	-1.28873	-0.975124	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.103311
4.40341	-11.0399	-2.38845	-1.3548	-0.992234	4.43672	-11.0976	4.45	-11.05	0	1.8168	6.92894
4.38311	-10.9197	-2.36903	-1.4102	-0.994127	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.205361
4.38397	-10.7524	-2.70636	-1.48813	-1.03141	4.40556	-10.7068	4.45	-10.8	0	3.00139	3.13631
4.3813	-10.6273	-2.68772	-1.54145	-1.03457	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.326255
4.40599	-10.525	-2.25412	-1.61983	-1.07198	4.44716	-10.5583	4.45	-10.55	0	2.00041	4.214
4.41705	-10.4184	-2.24415	-1.6745	-1.07374	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0878595
4.44788	-10.2651	-2.53024	-1.74562	-1.09758	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	1.89903
4.47634	-10.1428	-2.53564	-1.80305	-1.10121	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.277611
4.52676	-9.95872	-2.97086	-1.86768	-1.10617	4.56608	-10.005	4.55	-10	0	2.72717	2.47541
4.57943	-9.80903	-2.95537	-1.92856	-1.1061	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.07112
4.63557	-9.67174	-2.84418	-1.98874	-1.10544	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.1498
4.7056	-9.53285	-2.84918	-2.05128	-1.10781	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.0696207
4.78212	-9.34748	-3.35389	-2.08455	-1.07459	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.72947
4.86819	-9.20819	-3.3375	-2.13884	-1.07502	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.0789565
4.95282	-9.12588	-2.93228	-2.21374	-1.10654	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	3.36513
5.04317	-9.01296	-2.92166	-2.26911	-1.10644	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.0343799
5.09848	-8.86898	-3.06861	-2.267	-1.01917	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	13.4615
5.19478	-8.74865	-3.05944	-2.31435	-1.01518	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.158473
5.27478	-8.67218	-2.70089	-2.36929	-1.01215	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.90934
5.38222	-8.57043	-2.69553	-2.42392	-1.01107	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0163614
5.45882	-8.42187	-2.86731	-2.41397	-0.923193	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	14.684
5.56249	-8.3183	-2.87806	-2.45431	-0.917553	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.258275
5.67247	-8.20682	-2.951	-2.4848	-0.897191	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.965424
5.78458	-8.10934	-2.95203	-2.52364	-0.891478	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.249983
5.84425	-7.99106	-2.719	-2.50622	-0.802982	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	12.2274
5.94466	-7.90441	-2.69104	-2.54005	-0.797262	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.476233
6.0147	-7.81165	-2.50136	-2.54355	-0.746778	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	4.8243
6.10805	-7.72893	-2.49511	-2.5717	-0.738546	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.585678
6.21193	-7.62332	-2.49811	-2.5777	-0.69117	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	4.04038
6.31603	-7.53714	-2.48667	-2.6053	-0.682025	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.68191
6.45505	-7.43473	-2.80653	-2.62736	-0.669713	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	2.53231
6.57036	-7.35384	-2.82075	-2.65203	-0.661754	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.569248
6.70428	-7.27154	-2.81969	-2.67686	-0.646799	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.29411
6.83121	-7.19459	-2.79279	-2.70472	-0.640439	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.447947
6.89337	-7.10407	-2.38091	-2.67981	-0.564941	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	9.40412
6.99105	-7.04094	-2.3798	-2.70011	-0.55817	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.404842
7.14702	-6.94655	-2.68147	-2.70954	-0.53086	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	2.2541
7.26977	-6.86908	-2.6964	-2.7266	-0.52015	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	1.05069
7.38672	-6.73586	-2.5971	-2.67597	-0.416241	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	14.2022
7.5024	-6.65833	-2.59977	-2.68825	-0.407109	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.69941
7.61664	-6.57873	-2.52169	-2.68867	-0.379332	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	1.10183
